Symbol	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
LGALS3	0.02537214	0.020009626	0.017176157	2.72E-06	0.010190617	0.022322105
IGFBP3	4.639723173	3.929784824	3.820283701	10.40590132	7.615629526	7.652856575
TCP1	21.13695697	12.96440315	11.54692668	13.95458259	12.93344772	13.71510642
IGFBP2	0.225379924	0.255553245	0.248788052	0.977732115	1.087415868	1.217277125
VCL	0.130590818	0.10291872	0.111558085	0.032140137	0.02561499	0.033788228
LBP	1.717529621	1.723583974	1.805092894	3.451190223	3.086507117	3.52672703
LAG3	0.089904003	0.029110775	0.038769651	0.055612757	0.058145205	0.06919502
KRT4	0.370179404	0.055083451	0.015928858	0.061044053	0.004208084	0.011097763
PAM	0.30039777	0.311470443	0.261695763	0.28720459	0.29253589	0.315426362
CDH2	1.00E-02	0.009218221	0.019099699	0.002324751	0.015328031	0.001299488
NCL	0.100512729	0.003754578	0.00714568	0.011302804	0.063443566	0.08778276
ORM2	0.402177662	0.313144858	0.366350107	0.44626784	0.495485944	0.428779147
ITIH2	4.762405226	4.024226283	5.205641736	5.385393656	4.360579328	5.783368396
ITIH1	1.627658803	1.607014955	2.251099596	1.334534771	1.325736351	1.652904715
TCN2	0.022596393	2.72E-06	2.72E-06	0.014504819	0.013504052	0.012745584
AZU1	0.585543741	0.720940215	0.397098565	0.824963896	0.787390863	0.80770217
OGN	0.235533116	0.148603832	0.207561133	0.131299721	0.115492109	0.15026392
C4BPB	0.077310316	0.097107225	0.094471688	0.108550005	0.097018749	0.093413738
FLG	0.384571352	0.19432611	0.105669835	0.03142517	0.033915546	0.021347887
CSRP1	0.153837001	0.548297479	0.415132676	0.374768277	0.009837467	0.178248771
FLNA	0.370933646	0.423180134	0.426523147	0.09638247	0.08421897	0.101673907
VDAC1	0.040237701	0.047407447	0.227489166	0.059766853	2.72E-06	2.72E-06
BGN	0.313031607	0.059228077	0.053440472	0.004491934	0.004307905	0.003724038
TNXB	0.017306678	0.017971358	0.011254898	0.017486163	0.016529236	0.013913354
GPX3	0.844252538	0.911054144	0.736670862	0.579781976	0.558000898	0.548174507
GAL	0.098262494	0.108013792	0.073884304	0.079217007	0.081893521	0.066475163
HNRNPA2B1	0.052109646	0.094290648	0.043975681	0.025911824	0.058814431	0.066992612
IGFBP4	1.15912142	0.975512592	0.818367768	2.819835908	1.900765607	2.51270056
TGM1	0.165609838	0.07886666	0.082658761	0.028744046	0.039250442	0.014549852
CPN2	0.361777727	0.352526458	0.52422792	0.168430394	0.152057555	0.199137088
PROZ	0.269239961	0.335007279	0.353657028	0.120639532	0.119089512	0.123187469
FBLN1	0.272581467	0.257471945	0.323685919	0.26290777	0.256090119	0.285928318
CA6	0.103623299	0.093471801	0.076971594	0.040751303	0.038247158	0.041924789
PPIB	0.215864607	0.160557124	0.203818821	0.63340058	0.544932565	0.615362683
WARS1	0.052541094	0.054262715	0.041286345	0.017666607	0.015106437	0.014642078
CFL1	0.264316238	0.246553442	0.269258404	0.244845462	0.229782655	0.28571423
BDNF	0.154112652	0.140023908	0.145795893	0.12419736	0.121454951	0.133207237
IGFBP6	0.082035419	0.089084464	0.091835326	0.338343482	0.383654357	0.40890279
IGFBP5	4.735951599	4.780520844	4.418524993	6.448400673	5.228920274	5.960260901
TNC	0.066075225	0.021434215	0.061654354	0.081368218	0.069428868	0.065310007
MYL9	0.076476262	0.083079806	0.092361083	0.025918004	0.023132718	0.024366791
AZGP1	0.229642538	0.220638115	0.194035336	0.067781288	0.078768771	0.046940907
ATP5F1A	0.308704122	0.353371251	0.327479499	0.160568054	0.136412682	0.161168133
CTSS	0.058221791	0.018663515	0.044120947	0.059107147	0.047694352	0.068895686
PSMA4	0.067760386	0.04219086	0.038991694	0.014009828	0.013446477	0.011771601
MSN	0.149706063	0.137915658	0.151071349	0.128371495	0.116923161	0.113516706
MGAT1	0.040557084	0.035149656	0.029299448	0.068941835	0.067681118	0.062536066
HMGB2	0.201721071	0.119419909	0.138948041	0.142117743	0.157540283	0.163735188
MST1	0.131458036	0.127257259	0.109612216	0.419361708	0.365764769	0.403577913
STOM	0.17971334	0.138986776	0.170211654	0.035842791	0.032969463	0.045917278
PON1	52.27666741	40.24919514	52.93946606	15.73496176	17.0934395	19.01801581
CFP	0.083811484	0.105385474	0.096552421	0.13029507	0.186041271	0.140020276
PSMB4	0.13403724	2.72E-06	2.72E-06	0.018089661	0.006622286	0.006391154
LOX	0.049354511	0.062783739	0.050538208	0.272330318	0.22571256	0.251587788
PCSK6	0.166938928	0.178332219	0.156928898	0.081211529	0.069501	0.070277463
CCN2	0.442530063	0.285097453	0.341470553	0.230385433	0.282214734	0.33266562
SERPINB3	0.492876749	0.383545309	0.418610489	0.045759429	0.076456084	0.053062971
SERPINA4	0.398786429	0.356831981	0.405560957	0.526951672	0.414288805	0.497664882
MARCKS	0.030703514	0.007399432	0.007732233	0.003947104	0.004254721	0.00111278
PRDX6	0.069981717	0.053558625	0.04958822	0.041041015	0.040950258	0.033413334
BLVRB	0.097923345	0.063939101	0.070639741	0.168073524	0.146279021	0.150387021
PDIA3	0.043789462	0.029235465	0.029289789	0.024904089	0.020870161	0.016129911
SRI	0.090076525	0.046364781	0.045432051	0.016135378	0.012421812	0.019173936
NTS	0.030513931	0.030779169	0.037392399	0.040225465	0.024954593	0.040918318
CORO1A	0.170615456	0.091622972	0.09225927	0.093954643	0.060401697	0.053715524
S100A7	0.542996746	0.067297411	0.077152971	0.045969807	0.061468849	0.060232595
HNRNPH3	0.015806521	0.005919831	0.004785688	0.005339442	0.003645045	0.003586664
HNRNPH1	0.045086093	0.030618744	0.006736008	0.026137222	0.018082267	0.004347579
CASP14	0.177496564	0.112159379	0.129623833	0.027801115	0.038343365	0.024237607
YWHAB	0.327748186	0.254584097	0.24263236	0.108432366	0.092824463	0.106860349
S100A11	0.014598456	0.009941129	0.01470962	2.72E-06	0.007528469	0.004833107
PRDX2	0.146192357	0.154334626	0.08208898	0.026831045	0.031940457	0.020021205
CDH5	0.906727967	0.857621107	1.022231929	0.443222301	0.418577375	0.450985231
MAN1A1	0.09607902	0.077877643	0.082507034	0.038033701	0.030766892	0.038719761
RNASE4	0.573930686	0.59606724	0.593697622	2.618125263	2.505649727	3.354463754
PRSS3	0.051505205	0.037509696	0.056906775	0.018049623	0.020650856	0.039093243
CTNNB1	0.861408454	0.641544083	0.450038711	0.168175961	0.196048832	0.125100428
PHB1	0.095523296	2.72E-06	0.017222411	0.011542936	0.019429284	0.009092397
THBS4	0.028833984	0.022513563	0.023869376	0.05824792	0.06286183	0.065794991
KRT9	32.98932572	27.47152688	28.97301869	10.62259825	17.50046126	8.853723207
SAA4	7.449540912	6.649398623	7.282748187	6.310058284	5.303468762	6.162462775
MYH9	0.211709865	0.218091127	0.233937849	0.087004556	0.079618429	0.088567286
TIMP3	0.273480687	0.285392109	0.254191486	0.233017602	0.189341631	0.227868218
FUS;TAF15	0.082627756	0.082072819	0.066294711	0.090997881	0.063576442	0.012731749
GLRX	0.120157894	0.103882096	0.086174733	0.026721184	0.033765123	0.024732635
IGFALS	0.918449908	0.857672238	0.896453178	1.216705223	1.082866881	1.286200154
KRT2	34.66763989	26.26858262	24.94527301	12.78809047	10.46221899	10.88747891
PPP1CC;PPP1CA;PPP1CB	0.050120816	0.033514096	0.032386358	0.010521734	0.008406544	0.008247985
SERPINF1	0.050610535	0.050684265	0.043619145	0.111712213	0.117654207	0.113824614
TAGLN2	0.154545072	0.154585801	0.15424813	0.082540741	0.062548354	0.067060775
SNCA	0.020173243	0.006531279	0.009023938	0.00534156	0.003528962	0.008266074
HSPA9	0.026979886	0.007033473	0.008432881	2.72E-06	0.044735321	2.72E-06
COL15A1	0.023186506	0.005322265	0.003811631	0.006817807	0.007596355	0.005678105
COL18A1	0.60305642	0.592412706	0.618920265	2.735145734	2.411043291	2.859104757
LEP	0.027018137	0.007340375	0.015705758	0.009739374	0.006392961	0.011255114
MNDA	0.225393152	0.161439647	0.183795114	0.198199858	0.168486848	0.198943128
PTGDS	0.071671627	0.095961733	0.063079984	0.13000863	0.135581231	0.147564937
AFM	0.104097119	0.08117664	0.09966509	0.092196843	0.06848231	0.075256617
LGALS7B	0.279352123	0.050070284	0.077931149	0.039308213	0.027258287	0.054034946
CXCL12	0.994139401	0.193311039	0.162860735	0.873148074	0.559351893	0.618668167
SERPINB4	0.122406295	0.070543736	0.094037886	2.72E-06	0.018622601	0.01488153
CCT5	0.025471556	0.012434285	0.010534503	0.0110897	0.000528026	2.72E-06
IDH2	0.043391702	0.030228643	0.035305925	2.72E-06	2.72E-06	2.72E-06
MASP1	0.923047507	0.93790357	0.901410859	0.412623984	0.317769667	0.388925692
COMP	0.047285617	0.028699379	0.002003496	0.018630503	0.009348108	0.009175549
TMED10	0.015635402	0.011115336	0.001485998	2.72E-06	0.008012945	0.002250692
KLK7	0.077749895	0.037429516	0.025980536	0.036846235	0.028345971	0.037681794
SELENOP	5.721226655	5.204290505	5.734646996	15.95594158	14.63342713	17.1944249
CAMP	0.721102146	0.741612273	0.39797146	0.686954757	0.533931184	0.951496121
CRIP1	0.770538024	0.08626429	0.134594666	0.069819555	0.893938691	0.950801775
MMP14	0.785918898	0.994649543	0.883631961	0.804990672	0.759181506	0.867096534
SERPINB8	0.05740417	0.026214916	0.031260299	2.72E-06	0.007864857	0.011655183
ST13;ST13P4;ST13P5	0.065096049	0.065587533	0.049047876	0.047059081	0.038712331	0.040975162
VASP	0.011950241	0.002931475	0.00216493	0.002606789	0.002944262	0.004780216
RAB5C	0.021205036	0.000997659	0.001311454	0.001796564	0.001664157	2.72E-06
RAB7A	0.186138988	0.154251603	0.148351955	0.122815555	0.097462875	0.120163348
MMP15	0.225880025	0.106049224	0.115262015	0.084312114	0.145355255	0.152407944
LUM	1.059620817	0.891006121	1.281521239	0.41738886	0.364662596	0.507999187
PRELP	0.125541775	0.100562432	0.090556376	0.138914728	0.105061842	0.123018728
HNRNPA3	0.070105586	0.028702537	0.044562576	0.0836618	0.064213199	0.073387335
HNRNPM	0.091732585	0.017382207	0.036930976	0.028079926	0.02777783	0.02604311
CRIP2	0.116968017	0.13057625	0.122950054	0.098437495	0.092125702	0.102242716
SUB1	0.184770268	0.158985274	0.164548087	0.249248257	0.156035934	0.201209098
APOC4	28.5638033	29.54004196	28.03131238	29.73742565	24.45756721	30.49036282
PLTP	0.711154142	0.621874466	0.714344513	0.56579169	0.534471872	0.516717424
VCP	0.056447361	0.024757477	0.036323069	0.011498703	0.009793147	2.72E-06
INHBC	0.084957443	0.074355505	0.123098791	0.210740107	0.205044298	0.230063054
CDH13	0.049373285	0.046865475	0.046342526	0.026531603	0.028958808	0.023934946
CCL23	0.059457862	0.065832072	0.01657829	0.075035486	0.038139185	0.056111231
CCL18	1.421370241	0.808546373	0.883585304	5.206783705	4.819835849	5.341246571
EPPK1	0.063952794	0.03797308	0.011615567	0.018264841	0.03640651	0.041560281
INHBE	0.090867652	0.069601553	0.082483158	0.074223002	0.067982533	0.071826736
ANTXR2	0.066194594	0.056942523	0.06840537	0.071017485	0.065512793	0.062526356
TPI1	0.112486397	0.062855753	0.043624831	0.022073133	0.015171993	0.015731171
MYL6	0.310884676	0.290170617	0.316000472	0.12313987	0.091995375	0.119204251
ACTB	3.290196712	3.288136959	3.596326888	0.938335324	0.884735969	0.98295975
CDC42	0.044885806	0.038776031	0.030177047	0.018847988	0.019554939	0.017002342
DSTN	0.056469696	2.72E-06	0.02029509	0.043684513	0.038142557	0.037414314
KRTDAP	0.109569333	0.102973628	0.085724411	0.117108	0.100619106	0.153777418
ARF3;ARF1	0.156116299	0.151948324	0.176418603	0.111470837	0.091503019	0.098432733
RAP1B	0.629465646	0.497960395	0.445589249	0.251408872	0.261946252	0.294069433
RAP2B	0.048887573	0.026592237	0.017964602	0.008430972	0.00676609	0.00680064
RPS3A	0.020372006	2.72E-06	0.007386127	0.009604028	0.00315404	2.72E-06
LYZ	0.569020873	0.68940404	0.582853486	6.015758576	5.468379863	5.512654668
B2M	0.136827961	0.061395883	0.070911294	0.063473846	0.032515426	0.035880154
HNRNPK	0.037788746	0.034575548	0.02522178	0.038473129	0.021929043	0.02092688
YWHAE	0.066667257	0.008464919	0.028973188	0.004856156	0.010285554	0.013679342
TMSB4X	0.054702797	0.001262741	0.001825087	2.72E-06	0.021423866	0.000704578
ACTA2;ACTG2	0.327118048	0.353949167	0.395946447	0.112172187	0.100217632	0.080310349
H4C16	0.331644089	0.328560453	0.324405329	0.237400002	0.163675788	0.232728749
RAB1A;RAB1C;RAB1B	0.223555984	0.123327038	0.081812127	0.051488971	0.038965189	0.03426979
RAN	0.392438328	0.432452413	0.469524943	0.350388335	0.357814881	0.344396791
RAP1A	0.111060056	0.089376347	0.110061528	0.047075938	0.008178455	0.040846755
RPS28	0.023843054	0.010307837	0.010680879	0.029254182	0.013046176	0.015820864
GNB1	0.17977003	0.059048141	0.08499159	0.126363129	0.025896771	0.032492666
PPIA	0.187314936	0.209856642	0.217589845	0.087959593	0.08387477	0.085916939
YWHAZ	0.284397002	0.229262183	0.235966814	0.085103226	0.054662629	0.085135793
EIF5A	0.058632218	0.032536084	0.035866368	0.006953743	0.008038037	0.011189794
ACTG1	0.562044882	0.307314732	0.20590035	0.111052193	0.094630921	0.083570805
TPM4	0.114636874	0.090908074	0.152733067	0.03818744	0.033570774	0.034503787
EEF1A1;EEF1A1P5	0.6576655	0.548507603	0.564038477	0.463673797	0.395652439	0.459384664
TUBA1B	0.249254669	0.197549501	0.215486007	0.082096111	0.068210075	0.083740303
H3C12;H3-3B;H3-4;H3-7;H3-5;H3C13	0.688450316	0.453983457	0.484855893	0.381727839	0.276597543	0.446301706
HBB	9.128990582	10.29412773	9.648212437	3.219076478	2.993948223	3.343696876
HBA2	1.123189306	1.288630995	1.349305874	0.479132544	0.408550102	0.534722879
CCT2	0.013360711	2.72E-06	0.001786666	0.000122781	0.000180646	0.00083933
SRPX	0.185528766	0.17920427	0.175811875	0.173246337	0.121784152	0.141001179
GPLD1	2.035997522	1.954122744	2.19506756	0.983256381	0.846157809	1.027647727
LCN2	0.049522584	0.051497779	0.035251629	0.026477968	0.014092994	0.01508938
BASP1	0.048740895	0.008801049	0.009003202	0.006794763	0.00140799	0.002784472
IGLV3-21	0.246267862	0.20722102	0.177451369	0.087458542	0.180275357	0.086567428
DCD	1.725195776	1.171719944	1.407981752	0.802043139	0.441218038	0.384011241
MRPS34	0.234381063	0.11924007	0.212975	0.414952924	0.25004017	0.363944507
SRSF3;SRSF7	0.055135747	0.040598718	0.038233528	0.030042461	0.027764317	0.026786627
TNFAIP6	0.402325828	0.431725031	0.455504653	0.267508482	0.267428917	0.290070482
FBLN2	0.013287683	0.007043862	2.72E-06	0.011174806	0.003231937	0.024329705
HSPG2	0.115791635	0.377571208	0.266089623	0.242297892	0.000627906	0.01268277
FABP5	1.075337672	0.859437349	1.069424871	0.154188662	0.343358683	0.259590313
CAP1	0.113637961	0.069367991	0.066121111	0.023705845	0.021761031	0.020438379
KRT76	0.059866488	0.029219318	0.037594707	0.005622631	0.00638088	0.000395332
TAGLN	0.019510522	2.72E-06	2.72E-06	0.006066831	0.008562333	0.009083692
DSG1	1.013278625	0.715100192	0.584024386	0.229587968	0.294517004	0.186906606
NUCB1	0.038648896	0.015450623	0.011685135	0.005353191	0.005432315	0.007659517
CFHR3	0.266440986	0.558491769	0.554724818	0.590503231	0.870071222	0.750978746
TGFBR3	1.00E-02	2.72E-06	2.72E-06	2.72E-06	2.72E-06	2.72E-06
CFHR1	4.823519858	4.985773379	4.421133055	25.0009466	23.19551479	27.5953267
KRT17	0.225829654	0.294149647	0.334743434	0.067490346	0.337858781	0.050972359
HGFAC	0.388783042	0.31617679	0.389584918	11.07612666	10.12855985	11.71699104
ITIH3	0.290886083	0.274569313	0.356752041	0.114312335	0.110374585	0.148512602
PSME1	0.046853752	0.044930518	0.0394221	0.015413704	0.014319185	0.01885808
PRDX1	1.245023486	1.171754581	0.980035677	0.290548593	0.372865149	0.246652165
TGM3	0.299242383	0.134934641	0.187732576	0.050337757	0.08061892	0.050028313
LGALS3BP	0.141358184	0.225787715	0.12791669	0.122900098	0.100786247	0.114314577
LOXL1	0.261898769	0.281018678	0.271288921	0.173428132	0.156300117	0.160061962
MFGE8	0.192002906	0.207233912	0.192955521	0.107812843	0.077855836	0.111530414
DSC1	0.403065441	0.289475528	0.236718136	0.132678754	0.14880574	0.109461758
FGL1	2.808597963	2.841760025	2.674574537	0.5129063	0.456948435	0.508878111
SYCN	0.129544906	0.145406028	0.11906982	0.14963808	0.10120128	0.132353002
HYAL1	0.10601432	0.067932216	0.077476275	0.027903103	0.034075424	0.036997208
EFEMP1	0.053891325	0.060077915	0.083591104	0.054179364	0.04024926	0.058318142
LMAN2	0.248897778	0.267795018	0.287930637	0.248384618	0.253586736	0.247830725
SPP2	17.34957602	17.59731514	15.59974946	11.03410802	8.57662365	9.425304489
HNRNPA0	0.017812157	0.027538022	0.029736714	0.0036587	0.004837886	0.009093221
MMRN1	2.401092452	2.127206389	2.108979917	1.621141576	1.28562701	1.507646966
SEMA3B	0.429227637	0.139475734	0.373692591	0.405952053	0.259318159	0.347166843
DNAJC3	0.078043615	0.07005474	0.076739475	0.147480499	0.145620367	0.156237999
ILK	0.187695503	0.151043805	0.125877835	0.086516403	0.052738047	0.090198678
MSLN	0.132643786	0.051448715	0.060589378	0.076000435	0.115197918	0.130314572
PIN1	0.055222008	0.034372024	0.018104234	0.039166434	0.035351959	0.048719588
DNASE1L3	0.108892371	0.118219107	0.138728085	0.116272953	0.062058972	0.074428878
APOF	0.495355662	0.486389036	0.453482572	0.430362779	0.283031375	0.393551468
ENPP2	0.61890497	0.562026982	0.641847978	0.905833859	0.766758383	0.826857018
PKP1	0.140814003	0.072830669	0.055354445	0.023770714	0.034698969	0.016885205
BLMH	0.478969869	0.081626496	0.10826311	0.081656024	0.10365385	0.066169099
HNRNPD	0.06771463	0.070187153	0.06554272	0.098087574	0.070833883	0.081304916
DSG2	0.078022386	0.04345318	0.04695276	0.02928419	0.024307774	0.019435402
EBI3	0.119704756	0.136653417	0.081598635	0.082688242	0.065448567	0.070480453
FGL2	0.068478733	0.019251593	0.008943177	0.028963951	0.009080935	0.011345025
GAS6	0.108652923	0.071605202	0.081015284	0.174199198	0.058961113	0.201637128
SPARCL1	0.253145266	0.275204112	0.229575242	0.20105045	0.129456424	0.108437617
HABP2	6.67535247	7.375286365	6.520649397	7.368715321	6.275923274	8.086700194
DSC3	0.114781051	0.078910727	0.102796976	0.492401242	0.466765741	0.55447475
ITIH4	1.509410598	1.999821692	2.220775772	8.328266711	7.558487416	8.765703762
GANAB	0.101496276	0.056309264	0.089338287	0.01787444	0.01361078	0.017079924
LTBP1	0.345636936	0.367252997	0.394881185	0.577372852	0.524228205	0.57036183
LTBP2	0.632026435	0.417486646	0.390223421	0.952547416	0.613191768	0.601233777
LASP1	0.16361486	0.09459711	0.108694522	0.155019088	0.117211152	0.133224256
KRT72	0.42340451	0.595431876	0.480844578	0.162091777	0.122838844	0.06997729
POSTN	0.157332505	0.142115652	0.12844333	0.213903729	0.180283456	0.17904718
PDIA6	0.052975611	0.050266274	0.040616634	0.038000785	2.72E-06	0.033815818
PCOLCE	17.15825881	15.49997352	15.33245571	33.90751062	29.40317691	32.37224668
PON3	0.878165676	0.83328171	1.069447988	0.463833561	0.440061159	0.505444982
RCN1	0.086555168	0.150360761	0.110545143	0.026623207	0.044104359	0.038062946
KRT31	0.471793793	0.036995137	0.040405523	0.021856312	0.053073905	0.031759456
PCBP1	0.02660305	0.020180383	0.013403962	0.009425895	0.004749101	0.005874758
FCN2	28.45639578	31.93967458	37.70369087	21.41635944	19.13552032	23.61442975
CDSN	1.627967885	0.625867516	0.376591179	0.138387325	0.415308259	0.242762865
TGFBI	1.077290248	1.01856574	0.954676078	1.657249386	1.311358052	1.452184945
CST6	0.101477078	0.087208692	0.079006928	0.008977753	0.005712862	0.009071105
ADIPOQ	1.00E-02	0.006293866	2.72E-06	0.007734379	0.005345689	0.001658549
ZYX	0.020747456	2.72E-06	0.00123498	0.004885304	0.001141754	0.000522999
IGFBP7	0.145432182	0.161605118	0.177218527	0.258156237	0.398492452	0.446539506
PRR4	0.025700973	0.002233139	0.001636842	0.021111518	0.003067169	0.002686627
SYPL1	0.075863479	0.059222315	0.054042712	0.015125011	0.014797158	0.013478249
ECM1	0.05484252	0.059260023	0.054929582	0.076601905	0.070631558	0.085356371
CCL14	0.176359305	0.183778959	0.197104662	0.802576022	0.589273186	0.687878992
QPCT	0.025796049	0.048056619	0.024709522	2.72E-06	2.72E-06	2.72E-06
SVEP1	0.039036567	0.025436557	0.034775435	0.019295761	0.016773885	0.016298034
PLA1A	0.379058632	0.292352612	0.235909023	0.347298447	0.270875353	0.292245042
ASPRV1	0.109227393	0.070590316	0.078775526	0.011034945	0.017602217	0.011523188
FLG2	0.506888794	0.195341398	0.131125352	0.071900765	0.079724877	0.051297395
FRMPD1	0.183256276	0.03565173	0.229341445	0.060463208	0.187122016	0.061610313
XP32	1.445152535	1.318318592	1.169387732	0.429635379	0.816339309	0.358866485
METRNL	0.206687574	0.073116952	0.071388147	0.266004265	0.170561365	0.207452179
EEF1DP3	0.940133192	0.37308894	0.778879947	0.668012608	0.371678743	0.431613624
C18orf63	0.064298078	0.065575054	0.068663739	0.069850347	0.083230572	0.072221869
DMKN	0.066517848	0.040114497	0.031873258	0.034087191	0.02383012	0.034545014
KRT80	0.176244745	0.078018036	0.081261409	0.024240686	0.048497222	0.02432762
PSAPL1	0.036572731	0.014348103	0.015499377	0.031810675	0.021079066	0.045227786
NOTUM	0.440691237	0.508073648	0.523827464	0.317443162	0.307851743	0.334049588
APOA5	5.205026152	5.631305824	5.231804966	3.02343029	2.526574893	3.23133216
FAM180A	0.046114456	0.024583292	0.02585871	0.022021271	0.01132391	0.021337316
SBSN	0.273991603	0.066263106	0.052122487	0.048790688	0.031695918	0.020192737
OLFML1	0.014391899	0.003549409	0.003283335	0.005434919	0.011346907	0.015273717
ANGPTL8	0.246790182	0.202033528	0.218584165	0.173663154	0.155599	0.172915296
VIT	0.036603069	0.048617722	0.054160073	0.042231368	0.03604181	0.025757899
NPNT	0.974788449	0.964406362	1.076355427	0.849803717	0.789451641	0.967984849
ADAMTSL4	0.18858588	0.198616854	0.187245689	0.303495319	0.271884219	0.273839324
BNC2	46.52066188	22.97932651	24.67282704	19.79106891	9.18728536	10.87251613
NCCRP1	0.133159078	0.079270354	0.040616063	0.020920136	0.051268153	0.027214152
ADAMTS13	0.040353291	0.041529763	0.042660023	0.022484323	0.025984678	0.026569766
CCDC80	0.193692608	0.117543409	0.213127231	0.337257257	0.216741957	0.233948006
KRT77	0.437304868	0.277346001	0.290165779	0.066646959	0.173258706	0.0650403
ABI3BP	1.00E-02	2.72E-06	0.039465031	0.03798259	0.026599189	0.039376064
SERPINA11	0.027553374	0.014034161	0.01239293	0.034163268	0.018750702	0.020118411
OAF	0.15496969	0.138094422	0.140441198	0.193759703	0.164044971	0.187272833
FERMT3	0.242963867	0.21847498	0.194458462	0.135786496	0.110300035	0.12084885
LSR	0.128951367	0.126989298	0.11874838	0.095965772	0.108016922	0.121853498
HRNR	0.086607308	0.028329983	0.022933232	0.023269399	0.011952021	0.006559567
CILP2	0.037379585	2.72E-06	0.036088713	0.068308715	0.059248801	0.060017343
AEBP1	0.13352496	0.119356787	0.123511432	0.027583039	0.020530378	0.029173437
FAM20C	0.024314779	0.003746867	0.007607854	0.01128535	0.009248517	0.012449315
KIAA0319L	0.145782653	0.045056892	0.057621526	0.135505727	0.068610061	0.105562735
KRT78	0.592519069	0.441698605	0.432350537	0.17879505	0.208968869	0.146836344
GALNT16	0.04973867	0.025330437	0.033033814	0.049741742	0.044363661	0.063846607
LINC02694	0.1201127	0.061899686	0.026498581	0.064039716	0.038098345	0.025623577
SUMF2	0.104137863	0.090057839	0.064266463	0.04410305	0.031641334	0.035480937
PCSK9	0.232289275	0.206605428	0.179264808	0.195401302	0.159821867	0.176721492
CHST14	0.058018399	0.03526842	0.032570991	0.0668569	0.054134321	0.061322187
DIPK2A	0.045229538	0.027207078	0.020111718	0.021411287	0.032450152	0.037227304
LFNG	0.266102592	0.104455574	0.147936477	0.219820065	0.160876048	0.18634686
SDR9C7	0.062859191	0.043924955	0.027436902	0.012126617	0.01511108	0.009182896
ANGPTL6	0.949961587	0.994935843	0.96578431	0.209691306	0.197046984	0.242936614
NDNF	0.031669385	0.020607901	0.024464713	0.01268701	0.017387762	0.018888363
BPIFB1	0.138593699	0.115716794	0.15790741	0.089078713	0.090667952	0.083098755
SNED1	0.08550226	0.069339783	0.066309977	0.123276053	0.098087267	0.119999541
TSKU	0.575846451	0.423647302	0.445137291	0.328499891	0.271207366	0.263781627
CEMIP	0.110859852	0.107972004	0.096644291	0.090009328	0.075569147	0.093635366
POF1B	0.125515023	0.043274983	0.036450086	0.008426277	0.020721244	0.014875711
ITLN1	0.571901798	0.678980311	0.628609181	0.116768873	0.092898494	0.102002872
ITLN2	0.701510503	0.707593935	0.679919926	0.101096968	0.089171126	0.089391825
OIT3	0.031856378	0.024230813	0.021533619	0.029167943	0.02074025	0.028996887
PXDN	0.05095792	0.03711691	0.053951835	0.065247236	0.04819567	0.062457391
NRGN	0.040927026	0.006001094	0.004338122	0.103335678	0.006146599	0.006420109
HTRA1	0.147910662	0.122142687	0.132955714	0.288083621	0.244614779	0.300040026
FRZB	0.205146535	0.133788085	0.207606983	0.206816426	0.189296773	0.259906267
GGH	0.083005987	0.029191267	0.045169262	0.008228129	0.010095123	0.009199504
OSTF1	0.011574686	0.001286144	0.000960213	0.001894327	0.000544172	0.001216151
PRG4	0.722804009	0.727859678	0.69598435	2.234099458	1.800926493	2.017865954
ATP2A3	0.06697877	0.014591404	0.013062023	0.004231623	0.010649905	0.00916126
PBXIP1	0.084732224	0.080985951	0.062325002	0.070486072	0.052672297	0.04739275
ZG16B	0.059493853	0.020589746	0.029859033	0.006571715	2.72E-06	0.002886346
CCDC126	0.214636076	0.050909732	0.024342691	0.051459395	0.064179126	0.07901521
PIK3IP1	0.030276876	0.01906853	2.72E-06	0.04334813	0.043825495	0.044750017
S100A16	0.063926894	0.022843633	0.01511772	0.003138897	0.0100897	0.005665747
CHMP6	0.088633318	0.041075499	0.045399618	0.067627037	0.042651229	0.072626554
SFRP2	0.110496291	0.013901771	0.025478572	0.058623724	0.03411752	0.043276231
CPB2	0.326380535	0.269000702	0.359636989	0.618720921	0.509157707	0.69190794
CNDP1	0.502741919	0.443643934	0.608295479	0.271195806	0.241985047	0.283295226
PRAP1	0.031745875	0.012327465	0.014356051	0.041920904	0.028930187	0.027427452
SERPINB12	0.718270672	0.707433076	0.548505982	0.175467264	0.240332953	0.14637374
PGLYRP2	0.886481755	0.912065656	0.830640483	0.803870011	0.612932674	0.814660214
GSDMA	0.166327122	0.086000246	0.048884633	0.045008278	0.058998246	0.031026032
PEBP4	0.018655939	0.013736433	0.019239514	0.016380187	0.020916865	0.024068757
KRT12	0.053843312	0.015003032	0.372266307	2.72E-06	2.72E-06	0.12071316
MMP19	0.22760009	0.239670916	0.21402558	0.154586164	0.143515819	0.149864194
RARRES2	2.122057814	1.963924652	1.977118774	3.344264726	3.031919015	4.001197695
MYOC	0.094559251	0.086797738	0.082046779	0.084807042	0.045856698	0.098758898
GDF15	0.120764578	0.122160711	0.108323333	0.126400251	0.112169336	0.119041926
SOST	0.020172541	0.005907596	0.003802027	0.017384512	0.006213492	0.006843837
SDF4	0.01669513	0.011299227	0.015594956	0.00332472	0.007564157	0.005607852
CHRDL1	0.108144504	0.103773789	0.091556252	0.120395074	0.099616574	0.121032753
